Event,Count (multiplication)
instructions,24742145071941
cpu-cycles,16835487098321
branch-misses,1076057701
branch-instructions,552882770082
cache-references,1081333494095
cache-misses,270000360902
dtlb-read-accesses,8254538462700
dtlb-read-misses,7628886
dtlb-write-misses,183092
dtlb-write-accesses,1101773774827
l1d-read-accesses,8255071264095
l1d-read-misses,550999681080
l1d-write-accesses,1101517837209
ll-read-accesses,548823117561
ll-read-misses,148680158759
ll-write-accesses,76954355
ll-write-misses,52559615
time-elapsed,1h57m34.576201229s
