Event,Count (multiplication)
instructions,25823341546437
cpu-cycles,6830596926060
branch-misses,1077684391
branch-instructions,784614935290
cache-references,29510278107
cache-misses,18244405243
dtlb-read-accesses,8871811369905
dtlb-read-misses,8731565876
dtlb-write-misses,2048679
dtlb-write-accesses,1256299662235
l1d-read-accesses,8875592412520
l1d-read-misses,33028845863
l1d-write-accesses,1256312907717
ll-read-accesses,9116510465
ll-read-misses,7746088728
ll-write-accesses,231978
ll-write-misses,208471
time-elapsed,38m6.178361254s
