Event,Count (multiplication)
cpu-cycles,120289966534
branch-misses,16809928
branch-instructions,8640189660
cache-misses,13089041
dtlb-read-accesses,128994955817
dtlb-read-accesses,128997315563
dtlb-read-misses,143453
dtlb-write-misses,16103
l1d-read-accesses,128988026344
l1d-read-misses,8609189651
l1d-write-accesses,17208300067
l1i-read-misses,18395
ll-read-accesses,8582101254
ll-read-misses,740997
ll-write-accesses,631077
ll-write-misses,656
time-elapsed,38.972400207s
