Event,Count (multiplication)
cpu-cycles,112997060341
branch-misses,67593480
branch-instructions,8789690230
cache-misses,32203636
dtlb-read-accesses,129358879563
dtlb-read-accesses,129365973473
dtlb-read-misses,1000504
dtlb-write-misses,19194
l1d-read-accesses,129395096675
l1d-read-misses,8592506088
l1d-write-accesses,17315770913
l1i-read-misses,14576
ll-read-accesses,3253082403
ll-read-misses,1207672
ll-write-accesses,1963967
ll-write-misses,368
time-elapsed,36.601895782s
