Event,Count (multiplication)
cpu-cycles,122446058782
branch-misses,16793332
branch-instructions,8633989792
cache-misses,14155467
dtlb-read-accesses,128924246866
dtlb-read-accesses,128938921116
dtlb-read-misses,158400
dtlb-write-misses,16595
l1d-read-accesses,129025489874
l1d-read-misses,8613952463
l1d-write-accesses,17217094266
l1i-read-misses,24343
ll-read-accesses,8586264914
ll-read-misses,725945
ll-write-accesses,613268
ll-write-misses,528
time-elapsed,39.677155794s
