Event,Count (multiplication)
cpu-cycles,109368091306
branch-misses,277309285
branch-instructions,9420107884
cache-misses,94598310
dtlb-read-accesses,131040957550
dtlb-read-accesses,131062190011
dtlb-read-misses,16141895
dtlb-write-misses,21999
l1d-read-accesses,131043706867
l1d-read-misses,8010323810
l1d-write-accesses,17740523310
l1i-read-misses,25330
ll-read-accesses,21922872
ll-read-misses,9825660
ll-write-accesses,2050
ll-write-misses,784
time-elapsed,35.482098004s
